alpha,target_ret,port_ret_ann,cvar_ann,sharpe_est,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BEL.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,CPSEETF.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GOLDBEES.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LIQUIDBEES.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRENT.NS,ULTRACEMCO.NS,WIPRO.NS
0.05,0.03943146247563254,9.936728543861351,0.4234881910000188,10.618763113479837,0.015273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021183,0.848151,0.0,0.0,0.0,0.0,0.002491,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083835,0.0,0.00711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.732334768826084e-05,0.03394316223432615,0.00017619284452522247,0.03627294410808789,1e-06,-0.0,-0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999992,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0
0.1,0.0010376858894304219,0.2614968441366224,0.006342949671582847,0.2794453959925039,0.000469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000426,0.019491,0.0,0.0,0.0,0.0,0.000181,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978911,0.0,0.00021,0.0,0.0,0.0,-0.0,0.000284,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
0.1,0.0020480484311725827,0.5161082046613076,0.01342691241301659,0.5515327043534324,0.00101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7e-05,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.000783,0.041301,0.0,0.0,0.0,0.0,0.000337,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955564,0.0,0.000344,0.0,0.0,0.0,-0.0,0.000594,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.1,0.0030584109729147437,0.770719565185796,0.02053057053340128,0.8236200127141506,0.001818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001018,0.063102,0.0,0.0,0.0,0.0,0.000752,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931857,0.0,0.000768,0.0,0.0,0.0,-0.0,0.000653,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.1,0.004068773514656905,1.025330925694427,0.02766414990066421,1.095707321057923,0.002419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001348,0.084909,0.0,0.0,0.0,0.0,0.001012,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908375,0.0,0.001022,0.0,0.0,0.0,-0.0,0.000779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.005079136056399066,1.2799422862227512,0.03479782206325972,1.3677946294227403,0.003029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001676,0.106716,0.0,0.0,0.0,0.0,0.001267,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.884943,0.0,0.001264,0.0,0.0,0.0,-0.0,0.000908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.006089498598141227,1.534553646735224,0.04193158957249875,1.6398819377706182,0.003637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001963,0.128524,0.0,0.0,0.0,0.0,0.001476,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861551,0.0,0.001564,0.0,0.0,0.0,-0.0,0.001021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.007099861139883389,1.789165007251129,0.04906596786086581,1.9119692461221638,0.004403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002113,0.150331,0.0,0.0,0.0,0.0,0.001069,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83877,0.0,0.001983,0.0,0.0,0.0,-0.0,0.000966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.00811022368162555,2.0437763677706298,0.05620055842437603,2.184056554477552,0.005168,0.0,1.9e-05,0.0,0.0,0.0,0.0,0.0,0.000341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00232,0.17214,0.0,0.0,0.0,0.0,0.000729,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815986,0.0,0.002295,0.0,0.0,0.0,-0.0,0.001002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.00912058622336771,2.298387728291362,0.06333529500908999,2.456143862834256,0.005876,0.0,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.000174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002704,0.19395,0.0,0.0,0.0,0.0,0.000592,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79292,0.0,0.002396,0.0,0.0,0.0,-0.0,0.001373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.01013094876510987,2.5529990888094938,0.07047003172877007,2.7282311711881815,0.006584,0.0,1.2e-05,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003088,0.21576,0.0,0.0,0.0,0.0,0.000454,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769854,0.0,0.002497,0.0,0.0,0.0,-0.0,0.001744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.011141311306852033,2.807610449337829,0.07760524164212561,3.0003184795530107,0.00723,0.0,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003378,0.23757,0.0,0.0,0.0,0.0,0.000446,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746696,0.0,0.0027,0.0,0.0,0.0,-0.0,0.001976,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.012151673848594193,3.062221809848942,0.08474051744808583,3.2724057878994355,0.007877,0.0,2.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003719,0.259377,0.0,0.0,0.0,0.0,0.000512,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723344,0.0,0.002963,0.0,0.0,0.0,-0.0,0.002179,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.013162036390336354,3.316833170374843,0.09187581121891239,3.544493096261663,0.008517,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004055,0.281185,0.0,0.0,0.0,0.0,0.000574,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.700053,0.0,0.003218,0.0,0.0,0.0,-0.0,0.002391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.014172398932078516,3.5714445308879705,0.09901113306725974,3.8165804046102405,0.009153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004372,0.302993,0.0,0.0,0.0,0.0,0.000635,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676766,0.0,0.003474,0.0,0.0,0.0,-0.0,0.00259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.015182761473820677,3.826055891418428,0.10614645674432664,4.088667712977338,0.00979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004686,0.324801,0.0,0.0,0.0,0.0,0.000696,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653474,0.0,0.003732,0.0,0.0,0.0,-0.0,0.002787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.016193124015562835,4.080667251927499,0.1132817860763798,4.36075502132158,0.010425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005003,0.346609,0.0,0.0,0.0,0.0,0.000758,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63018,0.0,0.003988,0.0,0.0,0.0,-0.0,0.002987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.017203486557304998,4.335278612441446,0.12041712711205829,4.632842329671033,0.011057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005326,0.368417,0.0,0.0,0.0,0.0,0.000818,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606881,0.0,0.004241,0.0,0.0,0.0,-0.0,0.003198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.018213849099047157,4.589889972960286,0.12755246794953962,4.904929638025715,0.011688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005649,0.390225,0.0,0.0,0.0,0.0,0.000878,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583582,0.0,0.004494,0.0,0.0,0.0,-0.0,0.003409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.01922421164078932,4.844501333480038,0.13469314431987026,5.177016946381372,0.012401,0.0,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005858,0.412034,0.0,0.0,0.0,0.0,0.000936,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560494,0.0,0.004737,0.0,0.0,0.0,-0.0,0.003401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.020234574182531478,5.099112694001227,0.1418365857492131,5.449104254738565,0.013055,0.0,0.000206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006358,0.433836,0.0,0.0,0.0,0.0,0.001027,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536744,0.0,0.005045,0.0,0.0,0.0,-0.0,0.00373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.02124493672427364,5.353724054517504,0.14899459896895734,5.721191563090508,0.014682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005445,0.455652,0.0,0.0,0.0,0.0,0.001159,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515977,0.0,0.005614,0.0,0.0,0.0,-0.0,0.001472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.022255299266015802,5.60833541503679,0.15617852260142154,5.993278871445667,0.015046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005839,0.477477,0.0,0.0,0.0,0.0,0.000629,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49363,0.0,0.005298,0.0,0.0,0.0,-0.0,0.00208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.02326566180775796,5.862946775572512,0.16337536838025868,6.265366179818389,0.016599,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006321,0.49926,0.0,0.0,0.0,0.0,0.001426,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469692,0.0,0.005483,0.0,0.0,0.0,-0.0,0.001218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.024276024349500124,6.117558136085589,0.1705777032655774,6.537453488166912,0.017338,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006611,0.521067,0.0,0.0,0.0,0.0,0.001508,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446509,0.0,0.005711,0.0,0.0,0.0,-0.0,0.001255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.025286386891242286,6.372169496610878,0.1777800377038775,6.809540796528487,0.018076,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006901,0.542874,0.0,0.0,0.0,0.0,0.00159,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423326,0.0,0.00594,0.0,0.0,0.0,-0.0,0.001292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.026296749432984445,6.626780857119759,0.18498237272850798,7.081628104872526,0.018814,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007191,0.564682,0.0,0.0,0.0,0.0,0.001672,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400143,0.0,0.006169,0.0,0.0,0.0,-0.0,0.001329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.027307111974726607,6.881392217639025,0.19218470738148727,7.353715413227663,0.019552,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00748,0.586489,0.0,0.0,0.0,0.0,0.001755,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37696,0.0,0.006397,0.0,0.0,0.0,-0.0,0.001366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.02831747451646877,7.136003578182437,0.19938704120745007,7.625802721608603,0.020291,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00777,0.608296,0.0,0.0,0.0,0.0,0.001837,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353777,0.0,0.006626,0.0,0.0,0.0,-0.0,0.001403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.029327837058210928,7.390614938700616,0.20658937590655335,7.89789002996258,0.021029,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00806,0.630104,0.0,0.0,0.0,0.0,0.001919,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330594,0.0,0.006854,0.0,0.0,0.0,-0.0,0.00144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.03033819959995309,7.6452262991972795,0.21379171133054706,8.169977338293563,0.021767,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00835,0.651911,0.0,0.0,0.0,0.0,0.002001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307411,0.0,0.007083,0.0,0.0,0.0,-0.0,0.001477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.031348562141695256,7.899837659712015,0.2209940461374304,8.442064646643859,0.022505,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00864,0.673719,0.0,0.0,0.0,0.0,0.002083,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284227,0.0,0.007311,0.0,0.0,0.0,-0.0,0.001514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.032358924683437415,8.154449020228343,0.22819638088435745,8.714151954995856,0.023243,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00893,0.695526,0.0,0.0,0.0,0.0,0.002165,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261044,0.0,0.00754,0.0,0.0,0.0,-0.0,0.001551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.033369287225179574,8.40906038075244,0.23539871537588847,8.986239263356156,0.023981,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00922,0.717333,0.0,0.0,0.0,0.0,0.002248,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237861,0.0,0.007769,0.0,0.0,0.0,-0.0,0.001588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.03437964976692174,8.663671741268528,0.24260105013946978,9.258326571707897,0.02472,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009509,0.739141,0.0,0.0,0.0,0.0,0.00233,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214678,0.0,0.007997,0.0,0.0,0.0,-0.0,0.001625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.0353900123086639,8.918283101786741,0.24980338482609016,9.53041388006191,0.025458,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009799,0.760948,0.0,0.0,0.0,0.0,0.002412,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191495,0.0,0.008226,0.0,0.0,0.0,-0.0,0.001662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.03640037485040606,9.172894462304797,0.2570057195146241,9.802501188415754,0.026196,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010089,0.782755,0.0,0.0,0.0,0.0,0.002494,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168312,0.0,0.008454,0.0,0.0,0.0,-0.0,0.001699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.03741073739214822,9.427505822825037,0.2642080541357949,10.074588496771932,0.026934,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010379,0.804563,0.0,0.0,0.0,0.0,0.002576,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145129,0.0,0.008683,0.0,0.0,0.0,-0.0,0.001736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.03842109993389038,9.682117183345081,0.2714103887637965,10.346675805127902,0.027673,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010669,0.82637,0.0,0.0,0.0,0.0,0.002658,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121946,0.0,0.008911,0.0,0.0,0.0,-0.0,0.001773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.1,0.03943146247563254,9.936728543864403,0.27861272341469184,10.618763113483098,0.028411,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010959,0.848177,0.0,0.0,0.0,0.0,0.002741,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098762,0.0,0.00914,0.0,0.0,0.0,-0.0,0.00181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
